"Year","Component","Province","Normalization","Measure","Value","Total"
2016,"Defense Purchases","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-2375.44928357915,-8421.49787184374
2016,"EI Payments less Receipts","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-425.650126624799,-8421.49787184374
2016,"Corporate Income Taxes","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-542.253803588084,-8421.49787184374
2016,"Personal Income Taxes","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-900.921023223402,-8421.49787184374
2016,"Other Factors","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-349.483800806806,-8421.49787184374
2016,"Non-Defense Purchases","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1180.59054287173,-8421.49787184374
2016,"OAS Benefits","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-316.413641732611,-8421.49787184374
2016,"Equalization / Stabilization","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1520.34789596491,-8421.49787184374
2016,"GST and Excise Taxes","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-89.8194173565292,-8421.49787184374
2016,"Child Benefits","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",-29.2166995799068,-1786.5176889257
2016,"CPP Net Contributions","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",55.9365369694497,-1786.5176889257
2016,"Defense Purchases","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",13.2669722005635,-1786.5176889257
2016,"EI Payments less Receipts","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",9.67564875084065,-1786.5176889257
2016,"Corporate Income Taxes","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",-27.7342514753201,-1786.5176889257
2016,"Personal Income Taxes","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",-20.9587015909562,-1786.5176889257
2016,"Other Factors","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1731.97920051201,-1786.5176889257
2016,"Non-Defense Purchases","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",-128.076607574743,-1786.5176889257
2016,"OAS Benefits","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",45.4585846846919,-1786.5176889257
2016,"Equalization / Stabilization","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",21.5632395763163,-1786.5176889257
2016,"GST and Excise Taxes","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",5.54678962537349,-1786.5176889257
2016,"Child Benefits","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",31.1711101994706,16850.6999657381
2016,"CPP Net Contributions","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",-792.959371943693,16850.6999657381
2016,"Defense Purchases","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1225.55209486694,16850.6999657381
2016,"EI Payments less Receipts","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",2335.95213151519,16850.6999657381
2016,"Corporate Income Taxes","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",2257.87060640345,16850.6999657381
2016,"Personal Income Taxes","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",6382.27289153062,16850.6999657381
2016,"Other Factors","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",4007.56561069161,16850.6999657381
2016,"Non-Defense Purchases","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",-3060.84859617842,16850.6999657381
2016,"OAS Benefits","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",998.857227483538,16850.6999657381
2016,"Equalization / Stabilization","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",5391.74374426839,16850.6999657381
2016,"GST and Excise Taxes","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",524.626706634856,16850.6999657381
2016,"Child Benefits","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-3.27075806457965,-1425.04616631298
2016,"CPP Net Contributions","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-63.2993269007609,-1425.04616631298
2016,"Defense Purchases","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",25.3828730440177,-1425.04616631298
2016,"EI Payments less Receipts","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-178.976393730276,-1425.04616631298
2016,"Corporate Income Taxes","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-103.639224012983,-1425.04616631298
2016,"Personal Income Taxes","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-192.528931094127,-1425.04616631298
2016,"Other Factors","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-202.103761911707,-1425.04616631298
2016,"Non-Defense Purchases","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-288.850417606191,-1425.04616631298
2016,"OAS Benefits","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-44.5226612120796,-1425.04616631298
2016,"Equalization / Stabilization","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-351.168490953043,-1425.04616631298
2016,"GST and Excise Taxes","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-22.0690738712536,-1425.04616631298
2016,"Child Benefits","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",-105.998865183928,-20381.7730986123
2016,"CPP Net Contributions","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",-2562.54143115861,-20381.7730986123
2016,"Defense Purchases","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",1872.02095306505,-20381.7730986123
2016,"EI Payments less Receipts","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",-531.846080872626,-20381.7730986123
2016,"Corporate Income Taxes","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",-2405.86143802767,-20381.7730986123
2016,"Personal Income Taxes","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",-11152.4046317422,-20381.7730986123
2016,"Other Factors","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",5409.44720761295,-20381.7730986123
2016,"Non-Defense Purchases","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",336.565221890951,-20381.7730986123
2016,"OAS Benefits","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",-2373.94674817832,-20381.7730986123
2016,"Equalization / Stabilization","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",-6724.10088316064,-20381.7730986123
2016,"GST and Excise Taxes","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",-2143.1064028572,-20381.7730986123
2016,"Child Benefits","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",-180.177911295892,320.118069119262
2016,"CPP Net Contributions","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",302.849272996437,320.118069119262
2016,"Defense Purchases","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",451.770938576724,320.118069119262
2016,"EI Payments less Receipts","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",10.9710097463607,320.118069119262
2016,"Corporate Income Taxes","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",169.63075708282,320.118069119262
2016,"Personal Income Taxes","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",-93.1448478651282,320.118069119262
2016,"Other Factors","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1503.04753921079,320.118069119262
2016,"Non-Defense Purchases","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",301.103952945201,320.118069119262
2016,"OAS Benefits","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",163.985358306603,320.118069119262
2016,"Equalization / Stabilization","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",662.489785979197,320.118069119262
2016,"GST and Excise Taxes","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",33.6872918577291,320.118069119262
2016,"Child Benefits","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",1.28337214419605,-1244.31483232218
2016,"CPP Net Contributions","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",42.5077350546448,-1244.31483232218
2016,"Defense Purchases","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",21.3470226999596,-1244.31483232218
2016,"EI Payments less Receipts","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",4.67582563784726,-1244.31483232218
2016,"Corporate Income Taxes","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",-32.4700707103817,-1244.31483232218
2016,"Personal Income Taxes","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",8.19656865544538,-1244.31483232218
2016,"Other Factors","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1249.11997571196,-1244.31483232218
2016,"Non-Defense Purchases","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",-93.8172056551595,-1244.31483232218
2016,"OAS Benefits","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",19.6302302846625,-1244.31483232218
2016,"Equalization / Stabilization","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",22.4800052994797,-1244.31483232218
2016,"GST and Excise Taxes","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",10.9716599790847,-1244.31483232218
2017,"Child Benefits","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",-62.2028705606207,19967.3802586105
2017,"CPP Net Contributions","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",3523.74984376284,19967.3802586105
2017,"Defense Purchases","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",726.254307046832,19967.3802586105
2017,"EI Payments less Receipts","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",-328.488858990147,19967.3802586105
2017,"Corporate Income Taxes","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",540.245006440347,19967.3802586105
2017,"Personal Income Taxes","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",7423.73821224433,19967.3802586105
2017,"Other Factors","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",-754.697630287148,19967.3802586105
2017,"Non-Defense Purchases","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",3258.39323411058,19967.3802586105
2017,"OAS Benefits","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",1986.2553789897,19967.3802586105
2017,"Equalization / Stabilization","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",2467.59516198607,19967.3802586105
2017,"GST and Excise Taxes","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",1186.53847386775,19967.3802586105
2017,"Child Benefits","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",563.55199528774,9687.47742389414
2017,"CPP Net Contributions","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",676.319469229995,9687.47742389414
2017,"Defense Purchases","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",1184.40529212933,9687.47742389414
2017,"EI Payments less Receipts","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",684.944026561956,9687.47742389414
2017,"Corporate Income Taxes","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",452.83422594062,9687.47742389414
2017,"Personal Income Taxes","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",711.794932885084,9687.47742389414
2017,"Other Factors","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-517.439361449937,9687.47742389414
2017,"Non-Defense Purchases","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",2303.39095953817,9687.47742389414
2017,"OAS Benefits","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-59.8584887497569,9687.47742389414
2017,"Equalization / Stabilization","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",2868.05878427096,9687.47742389414
2017,"GST and Excise Taxes","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",819.475588249979,9687.47742389414
2017,"Child Benefits","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-311.216783749216,-5222.08963868661
2017,"CPP Net Contributions","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",179.073715892466,-5222.08963868661
2017,"Defense Purchases","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-66.0648330903913,-5222.08963868661
2017,"EI Payments less Receipts","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",115.015044197343,-5222.08963868661
2017,"Corporate Income Taxes","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-635.824263846526,-5222.08963868661
2017,"Personal Income Taxes","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1130.94822860891,-5222.08963868661
2017,"Other Factors","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1942.38038833361,-5222.08963868661
2017,"Non-Defense Purchases","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-54.4668606662435,-5222.08963868661
2017,"OAS Benefits","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",206.85945491834,-5222.08963868661
2017,"Equalization / Stabilization","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1342.96323135061,-5222.08963868661
2017,"GST and Excise Taxes","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-239.173264049261,-5222.08963868661
2017,"Child Benefits","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-3.6788178617058,-6076.17396167982
2017,"CPP Net Contributions","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-361.762555642721,-6076.17396167982
2017,"Defense Purchases","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-647.526404864035,-6076.17396167982
